Material_Type,Strength_PSI,Weight_Capacity_KG,Biodegradability_%,CO2_Emission_Score_%,Recyclability_%,Cost_per_KG_USD,CO2_Impact_Index,Cost_Efficiency_Index,Material_Suitability_Score,Predicted_Cost,Predicted_CO2,Cost_Score,CO2_Score,AI_Recommendation_Score
Cotton Fiber,5635.78,3.7,90.5,49.13,63.54,2.89,0.5458333299671799,0.236396733167449,0.5474778227379972,2.707492445247267,50.19846,0.4738264752763196,0.49695528,0.48539087540595155
PLA Bioplastic,7629.49,9.64,66.86,67.66,58.84,1.69,0.3679994243877809,0.2610651553909586,0.4513384913223198,2.303259432544401,57.343033,0.569596590376688,0.40095204,0.4852743157629137
PLA Bioplastic,8758.13,8.6,65.02,55.24,65.56,2.36,0.4979044382731633,0.3103139955268535,0.5255437592956066,2.468604374736112,54.471645,0.5304233817387196,0.4395355,0.4849794401788996
Recycled PET (rPET),7494.79,7.26,14.04,63.26,84.17,2.39,0.4828684953294623,0.2572094786878152,0.4108260985304185,1.953214630436396,63.647427,0.6525285378789847,0.31623846,0.484383500401971
PLA Bioplastic,7910.621499999999,8.421694915254237,64.0,54.27,70.76,2.55,0.5220755061853067,0.2944125201623904,0.5244971498459235,2.5518958109311374,53.3284,0.5106901333878828,0.45489758,0.4827938579594291
PLA Bioplastic,7099.04,13.17,72.55,64.25,61.57,1.83,0.4063207043675839,0.2768444654784179,0.4729191962306108,1.9802207676220376,63.482166,0.6461302953173699,0.3184591,0.48229469444403955
PLA Bioplastic,6304.92,3.87,81.97,54.54316666666667,62.89,2.45,0.4960517638643439,0.2373685677440491,0.5189251144678566,2.519718047299838,54.078114,0.5183136278324278,0.4448235,0.48156856566334527
PHA Bioplastic,5260.28,6.491803278688525,82.79,39.32,58.94,3.38,0.618715985862156,0.2677398232721703,0.5541963113012387,2.985168520752018,46.00669,0.40803998858168633,0.553281,0.4806604988894607
Plywood (Lightweight),8608.65,49.59,53.29,49.95,50.67,2.25,0.4999776849280484,0.5305835148981166,0.490004158829899,2.7143627170803613,50.86694,0.47219878356498,0.48797274,0.4800857599618113
PHA Bioplastic,6229.84,2.41,82.26,55.69,46.41,2.12,0.4364781696541278,0.225449027621454,0.4810442447524064,2.49484809985097,54.889706,0.5242057683921326,0.43391794,0.479061854027533
Plywood (Lightweight),12165.88,63.19,73.08,41.46,63.49,3.49,0.61345661954052,0.6948771848429889,0.6423093848608232,3.174411324057147,43.20287,0.3632049442262898,0.59095657,0.47708075647212317
PLA Bioplastic,7295.05,14.32,72.09,52.85,74.68,2.97,0.5463828427164856,0.3155492406409506,0.5444136776237389,2.6110800488726027,53.262337,0.4966683165108231,0.45578527,0.47622679550821917
Plywood (Lightweight),13511.31,31.69,55.2,49.57,61.626296296296296,2.56,0.5362043117619006,0.5407109020918587,0.5928316284731074,2.818693690040908,49.764088,0.44748088825465937,0.502792,0.4751364445126141
PHA Bioplastic,7542.11,9.41,84.88,39.54,57.35,3.47,0.6120020323150719,0.329081267072248,0.5895781020262362,3.2455164595994033,42.27492,0.3463588510050152,0.6034256,0.47489223649570217
Recycled PET (rPET),9644.332592592593,16.566981132075473,18.09,59.66,93.89,1.94,0.5438386442817471,0.3582026578027013,0.485176958203722,2.2237897613710587,60.374348,0.588424393440991,0.36021954,0.47432196582640673
Recycled PET (rPET),9417.69,5.35,7.62,67.37,81.0,1.97,0.4370419086089371,0.2766108182372713,0.4057394649623552,2.173317783707569,61.477795,0.6003821182142732,0.3453923,0.4728872024958848
PHA Bioplastic,7820.32,8.54,84.92,47.18,53.62,3.100983606557377,0.5333038273163342,0.3110602204421731,0.5575590866321218,3.0192536077438707,46.64478,0.3999646147209788,0.5447069,0.47233574788363697
Recycled PET (rPET),10851.26,5.86,11.82,62.2,92.76,2.04,0.5180048169654128,0.3217704981738614,0.4793681410492821,2.1220591239002977,62.55036,0.6125262222220313,0.33097994,0.4717530827487415
Cotton Fiber,4059.78,2.76,92.32,55.45,62.84,2.79,0.4878888462509466,0.1832004779705407,0.5014696449953849,2.6857199903960263,52.71695,0.478984763792091,0.46311373,0.47104924448874264
Plywood (Lightweight),12621.11,17.04,55.04,48.54,56.83,2.66,0.53091665993436,0.4499447740870321,0.5730827747049907,2.949348822700083,48.08114,0.4165263231894336,0.5254062,0.47096625250086
Recycled PET (rPET),9722.94,26.03,8.24,65.32,85.94,1.86,0.4699760212067659,0.3940092104627004,0.4293342529770421,1.9448867424307577,65.84489,0.6545015652364241,0.28671068,0.47060612238376076
Recycled PET (rPET),10626.67,20.01,17.99,57.92,89.92,2.59,0.5473035496086847,0.400444819875226,0.4987841698372217,2.389323537680952,58.116253,0.5492064465835677,0.39056212,0.4698842818416648
Recycled PET (rPET),11319.44,4.47,8.14,67.19,71.25,2.04,0.4093824160565513,0.3116842487801911,0.4173076536948032,2.0057428570411107,65.01781,0.6400836505247458,0.29782432,0.4689539868510417
Plywood (Lightweight),14392.26,78.08,54.43,54.87,50.18,2.03,0.4550338146932592,0.7831090706994801,0.5619203554673892,2.5716443320913167,55.236073,0.506011351385576,0.4292637,0.46763753118061147
Recycled PET (rPET),8150.28,21.83,12.878653846153847,65.16,74.61,1.85,0.4373998056046453,0.3405403589689517,0.3923003872069167,2.001250022457357,65.43691,0.6411480843331969,0.29219276,0.46667042073143306
Recycled PET (rPET),9644.332592592593,12.92,13.37,69.3,83.83,1.93,0.4284781343095177,0.3151820642593124,0.4191006299235024,1.964668963456855,66.09439,0.6498147991260994,0.28335804,0.4665864182989353
Plywood (Lightweight),10922.87,44.488653846153845,60.35510204081632,44.85,55.61,2.73,0.5598620626104519,0.5649385886762243,0.5690533400417004,3.08203675266635,46.423187,0.38509015165972293,0.54768443,0.46638729136788637
PHA Bioplastic,7652.93,1.57,80.99,43.3,70.0,3.68,0.6167280989649079,0.281704825441445,0.5945607399093186,3.2411448079098073,43.62786,0.3473945743930975,0.58524585,0.46632021104756194
PHA Bioplastic,6081.16,9.65,91.93,51.17,49.07,2.7,0.4843975788942186,0.2708914627307596,0.520548190397898,2.780341400552329,51.79562,0.45656723959970325,0.47549385,0.46603054396176263
Plywood (Lightweight),11414.03,14.46,60.35510204081632,64.65,72.45,3.27,0.4354262433728855,0.3712211736674577,0.5353312337174646,2.931868573474962,49.128338,0.4206677105270965,0.5113348,0.4660012437027267
PHA Bioplastic,8333.7,10.42,99.5,42.36,45.19,3.34,0.5506040823024488,0.3434224522136326,0.5960659943387436,3.291743299612839,42.793606,0.3354068761546404,0.59645593,0.4659314039090768
Plywood (Lightweight),13755.22,44.488653846153845,50.47,45.89,56.97,2.86,0.5547524640242362,0.6205866397653901,0.591748203407116,3.032800222949291,47.398056,0.3967551764596927,0.53458494,0.4656700579697603
PHA Bioplastic,6685.19,5.34,82.78,47.17,53.32,2.98,0.5324921888412018,0.2713375059532887,0.5351963541606402,3.0030485768988058,47.96282,0.40380387974997745,0.5269961,0.4653999779285013
PLA Bioplastic,6458.83,1.86,77.98,50.73,68.8,3.03,0.5474754859883867,0.2398648066024753,0.5395714376181938,2.876894563087439,50.222805,0.433692048314698,0.4966281,0.4651600769775547
PHA Bioplastic,5394.59,6.491803278688525,98.67,47.73,52.38,3.09,0.5247239434486242,0.2492711469082623,0.5430957694116129,2.9968684400988472,48.539925,0.4052680659843242,0.5192414,0.46225472929839073
PHA Bioplastic,8911.57,9.04,83.61,43.92,48.22,3.25,0.5459096844231254,0.3443036579745587,0.5733203567160837,3.2474293505435536,44.15472,0.3459056525275559,0.57816637,0.462036009075515
PHA Bioplastic,7560.74,9.85,81.71,48.24,58.27433333333333,3.100983606557377,0.5379005056803837,0.3097545143858602,0.5524210358774819,3.0679931231248196,47.49988,0.3884173416104554,0.5332167,0.4608170282347321
PHA Bioplastic,6507.48,4.36,85.15,39.03,55.92,3.68,0.6122184700833122,0.2832111193533763,0.5732249273567617,3.4161738861577975,41.637527,0.30592701869387307,0.61199045,0.4589587352533086
PLA Bioplastic,7424.73,8.421694915254237,69.51,53.38,61.12,3.07,0.5010196818985104,0.286662544517186,0.5121219839708763,2.690299509858623,54.577557,0.4778997927673231,0.43811238,0.4580060854438727
PHA Bioplastic,8484.09,11.0,93.14,44.8,56.46,3.27,0.5628538702347892,0.3433278737786544,0.5989525240547338,3.246498194155962,44.819057,0.34612626032457827,0.5692395,0.45768287875466585
PLA Bioplastic,9363.66,5.98,69.5,59.13,63.65,2.17,0.4578018050997222,0.299529474781497,0.5253062696993321,2.5210841926188965,57.684772,0.5179899632866372,0.39635998,0.45717497169649546
PHA Bioplastic,5408.11,10.73,92.67,36.78,61.83,3.6,0.6498298131784902,0.2989059191733023,0.5916579797052723,3.5018511503501126,40.50846,0.28562852452013254,0.627162,0.45639525209771276
PHA Bioplastic,7443.93,7.25,86.6,55.32,66.64,2.35,0.5004375460742236,0.2761572827754914,0.5503292638183395,2.7228327339990437,54.371235,0.4701920832962898,0.44088477,0.45553842612957496
PHA Bioplastic,5715.73,7.41,96.36,51.38,50.54,2.97,0.4869519868720019,0.251367413157496,0.5259238404655017,2.9033845478981584,51.255444,0.4274160915902173,0.48275232,0.45508420737042604
PLA Bioplastic,7355.2,8.421694915254237,76.79,53.01,69.14,3.3,0.5283490583186063,0.2861661201992627,0.5430662800308836,2.860918663164685,52.171158,0.4374770280821936,0.47044766,0.4539623437873431
PLA Bioplastic,8339.35,2.92,84.18,45.18,65.68,2.27,0.5871561322898258,0.2979971516357647,0.5957803154337811,2.65322309660773,55.93661,0.48668386594532675,0.4198504,0.45326713748812053
Plywood (Lightweight),11024.2,61.81,62.88,53.43,58.74,2.51,0.4934378742741732,0.6340985914520874,0.5494404980763228,2.776565302399455,54.04087,0.4574618655786974,0.44532394,0.45139290483524713
PLA Bioplastic,7503.58,11.41,61.53,67.77,56.34,1.81,0.3595274476142388,0.2672645591530923,0.4333073072808136,2.058228336654291,66.75926,0.6276488907062867,0.27442402,0.4510364535909821
PHA Bioplastic,7123.5371875,1.61,91.46,42.83,60.1,3.43,0.5911810906336784,0.2722044199841376,0.5893347334432147,3.410513488929571,42.96277,0.30726806921925287,0.59418285,0.4507254590748059
PLA Bioplastic,8040.81,9.67,65.5,51.84,51.05,3.0,0.4844173567280989,0.3096208788903997,0.4992915791887018,2.9593219287129693,50.976765,0.4141635139166928,0.48649698,0.45033024943767075
Recycled PET (rPET),7500.01,3.01,17.32,70.88,80.48,2.08,0.4044670133804595,0.2163067693381886,0.3812375214988867,1.8918879711073568,69.81164,0.6670579331487875,0.23340857,0.45023325171919965
Recycled PET (rPET),8587.42,7.6,10.56,67.65,81.71,2.14,0.4366977859126482,0.2703483319176535,0.3991739266878753,2.0818225510235795,66.47293,0.6220589943968764,0.2782715,0.4501652453464027
Cotton Fiber,4554.66,4.14,84.79,59.0,62.51,2.75,0.4555305049229992,0.1914895820543229,0.4799258472897767,2.59315563750624,57.55173,0.5009149338966346,0.3981477,0.4495313180568683
Recycled PET (rPET),7212.19,16.22,11.76,70.79,73.31,1.78,0.3837522671042664,0.2782864667297625,0.3516648253388927,2.4506472839942957,60.17468,0.5346777414598927,0.36290258,0.4487901615758173
PHA Bioplastic,6703.11,3.61,83.85,53.49,57.04,2.73,0.4878077051249683,0.2468879259181577,0.521121879333018,2.9661128828797096,51.16383,0.41255461399572535,0.4839834,0.4482690057397755
PHA Bioplastic,7806.35,5.94,99.01,58.03,53.22,2.28,0.4362315728351426,0.2700610524728844,0.5436664423571808,2.619020422946047,57.32284,0.49478709821578815,0.40122336,0.44800522985397256
PLA Bioplastic,8053.78,1.19,68.96,53.47,58.57,3.41,0.4925744281747033,0.2623299823136557,0.5152866525188088,2.666598014320385,56.557056,0.48351510592685576,0.4115134,0.4475142470418733
PHA Bioplastic,7602.56,3.62,86.98,62.73,66.91,2.16,0.4357716561474375,0.2421172771838438,0.5260167823103197,2.461806512018772,60.20858,0.5320339184203307,0.36244702,0.44724047090602714
PHA Bioplastic,8069.33,4.56,93.89,38.24,58.27433333333333,3.48,0.6262620305478414,0.3183641435094009,0.6225250030768437,3.1872502151646445,47.67044,0.3601631786097098,0.5309248,0.44554398783390764
Plywood (Lightweight),10019.41,69.49,60.35510204081632,52.05,63.95,2.71,0.5212617647058824,0.6562539601643259,0.5445264475994114,2.8804591396854757,53.165638,0.4328475356194199,0.4570846,0.44496606588824694
PLA Bioplastic,8993.16,8.73,79.73,68.32,70.63,1.72,0.3975375637465287,0.2827935953739793,0.5192298960005838,2.1463001217738658,66.165436,0.6067830911972383,0.2824034,0.44459325033914343
Plywood (Lightweight),11784.43,32.04,61.36,64.41,61.85,2.46,0.4057469199697046,0.4695092815916701,0.522767647930974,3.064775127404043,50.004612,0.3891797430247056,0.49956006,0.4443699005708092
Plywood (Lightweight),9523.58,62.03,74.07,57.87,69.9,2.51,0.487685357233022,0.5931421269866607,0.5541955400142378,2.661768242762112,57.36547,0.4846593662012739,0.4006505,0.4426549337262473
Recycled PET (rPET),8143.62,3.59,15.78,60.17,78.53,2.72,0.4932522065135066,0.2595585399358017,0.4247434440667166,2.4607666530515018,61.04407,0.5322802798253969,0.3512203,0.4417502947798707
PHA Bioplastic,5107.49,1.96,89.13416666666666,46.2,55.51,3.45,0.5476332567533451,0.2240107177495189,0.5316269286394435,3.2336833764998802,47.447304,0.34916232250492096,0.53392315,0.44154273580690384
PLA Bioplastic,6578.72,5.12,72.68790322580645,69.5,59.94,1.83,0.3550409038121686,0.2116452569806048,0.4420250440562354,2.068024247300379,68.04804,0.6253280622222004,0.25710636,0.44121721299777317
Plywood (Lightweight),11664.45,57.32,60.35510204081632,50.09,53.88,2.75,0.508370623579904,0.6327014591858158,0.5571929895165194,3.0357636129216803,50.991074,0.3960530957541972,0.48630476,0.44117892786672264
PLA Bioplastic,9426.74,8.37,66.84,68.4,53.64,2.38,0.3458606715475889,0.2896679737840852,0.4658290104015509,2.8727084443282984,53.97951,0.43468381559443126,0.4461484,0.44041610556638067
Recycled PET (rPET),10378.05,20.92,19.27,69.99,78.38,2.47,0.4060311890936632,0.3695194168348751,0.4287224454703245,2.207755696517423,66.17089,0.5922231535330772,0.2823301,0.437276624650526
Plywood (Lightweight),12931.68,15.35,68.52,63.65,61.49,3.5,0.4113823958596314,0.4095298184776355,0.5569643873748162,3.1011095666693094,50.582157,0.3805714569095393,0.4917994,0.43618543553370337
PHA Bioplastic,5111.21,2.71,90.99,61.41,64.85,2.86,0.4412553774299419,0.1895300732100062,0.496480993825505,3.282001177583804,47.41037,0.337714961142069,0.5344195,0.4360672190640002
PHA Bioplastic,7291.76,3.38,91.41,50.20177419354839,58.27433333333333,3.100983606557377,0.5205659697616274,0.2661222197738,0.5602627538595836,3.112769083256921,50.460617,0.37780910645690324,0.49343258,0.4356208439408082
PLA Bioplastic,6658.24,5.69,75.91,69.72,56.67,2.29,0.3432869502650846,0.2156459928853235,0.4423302630023406,2.1760300026151675,66.98354,0.5997395444788396,0.2714103,0.4355749154526919
Recycled PET (rPET),9309.33,27.48,10.59,70.38,86.47,1.9603636363636363,0.4268550896238323,0.3801531963626893,0.4095552951682744,2.020995934362469,69.783226,0.6364699205106288,0.23379034,0.4351301292750135
PHA Bioplastic,7092.53,9.35,82.27,56.6,48.22,2.94,0.433867270891189,0.2764541593015658,0.4945501067854079,2.83325792157735,55.542,0.44403035827130355,0.4251529,0.4345916280530407
PLA Bioplastic,7699.57,11.44,60.0,62.1,53.26,2.44,0.4003884322140872,0.2857651739830647,0.4485800575745691,2.4390191737190428,62.605644,0.5374326511888496,0.33023715,0.4338349006905552
PHA Bioplastic,8310.96,11.85,84.81,50.75,58.27433333333333,3.89,0.5157217629386518,0.3290988922279745,0.5606991328094496,3.283359987562674,47.72729,0.33739303447109814,0.5301609,0.4337769692008811
Plywood (Lightweight),13765.28,66.6,60.35510204081632,61.94,58.87,2.25,0.4186322166119666,0.6935488855510138,0.5547153058066561,2.5274234090542462,61.059162,0.516488088208201,0.35101753,0.4337528114705098
Plywood (Lightweight),11476.95,59.55,71.49,54.88,62.52,2.9,0.4919654531683918,0.6281750503081308,0.5757346879084628,2.953302358526688,53.572235,0.415589659014888,0.45162106,0.43360535730895766
PHA Bioplastic,8562.24,6.491803278688525,86.66,48.13,61.62,3.35,0.5489094824539257,0.3134335181827344,0.5848937122723972,3.2393124763435845,48.570816,0.3478286868962447,0.51882625,0.4333274665789207
PLA Bioplastic,8230.14,7.73,82.11,45.35,66.02,3.01,0.586673986367079,0.3199624399890792,0.5899867891898661,2.625317787123499,59.517807,0.49329513869454333,0.37172908,0.4325121073016021
Recycled PET (rPET),10356.12,16.566981132075473,12.878653846153847,61.1,88.89,2.3,0.5161145847008332,0.36921174792634,0.4702730217059646,2.3029178757040443,65.26514,0.569677511372466,0.29450095,0.4320892291855311
Plywood (Lightweight),11367.03,10.96,62.61,45.4,57.27,3.62,0.5599821787427417,0.4009226918433679,0.5816590094156027,3.3901181511330862,46.17747,0.31210009378651893,0.5509862,0.43154313227762836
Recycled PET (rPET),8889.77,20.76,10.5,62.82,79.85,1.23,0.4737964024236303,0.3561808981657742,0.4182901124622238,2.178186595527063,67.5867,0.599228608595558,0.26330554,0.43126707672438425
PLA Bioplastic,8015.48,4.06,74.79,54.54316666666667,52.07,2.94,0.463591763864344,0.2735355223822122,0.5093044965599415,2.9219928878675305,54.482647,0.4230074391430123,0.43938768,0.43119755912152447
PHA Bioplastic,5692.41,11.69,86.37,63.22,49.2,2.16,0.378311941428932,0.2429224081703991,0.4580448312252366,2.5027548208319654,61.944397,0.5223325231236343,0.33912247,0.43072749865860366
PHA Bioplastic,8663.12,11.34,85.34,38.12,69.66,2.5,0.661479368846251,0.3656175241888053,0.6377945516375716,3.0183400778575464,53.223248,0.40018104648090835,0.4563105,0.42824577855814216
Plywood (Lightweight),8328.91,36.57,55.62,48.41,71.39,3.33,0.575745359757637,0.4620151444697163,0.5376245577281328,3.231797459633973,49.59751,0.3496091303351623,0.50503033,0.4273197321654907
Recycled PET (rPET),8193.47,25.94,12.7,70.76,75.98,2.36,0.3920273516788689,0.3483464473651966,0.3741423734547784,2.2138985008779266,67.59349,0.5907678120291489,0.2632143,0.4269910510856041
PLA Bioplastic,9282.86,12.98,81.46,65.68,65.17,2.16,0.4044850063115374,0.317191497938836,0.5262414650702336,2.39149993556698,64.67188,0.5486908185435533,0.3024726,0.4255817049718499
Plywood (Lightweight),14799.66,77.6,61.45,59.75,63.92,2.5,0.4531333905579399,0.7767119075588784,0.5912621155279878,2.6970473989081007,59.37643,0.4763010957518766,0.3736288,0.4249649454494094
PHA Bioplastic,7082.8,5.98,90.36,58.3,61.38,2.95,0.4583258116637212,0.254697781496503,0.5304800151075199,3.328195223642037,48.543293,0.3267707557730716,0.51919615,0.42298345423007216
PHA Bioplastic,7615.14,3.49,94.24,53.13,62.18,3.51,0.5064087200201969,0.2659464223774176,0.5676413464716996,2.9446455763985218,55.312794,0.4176406073411265,0.4282328,0.42293669819036916
PHA Bioplastic,8205.98,8.63,98.42,56.36,67.86,2.88,0.494907947488008,0.2962800092568332,0.5842558875198385,2.8873264506532235,56.358974,0.43122054539065635,0.41417503,0.42269778947999614
PHA Bioplastic,8159.28,7.63,84.58,37.51,64.56,3.73,0.6515694218631658,0.3377852307768363,0.6206082797538747,2.894280555565489,56.283363,0.42957299210594424,0.41519105,0.42238202322506074
Plywood (Lightweight),9575.77,29.98,60.48,60.44,73.8,2.82,0.4766764453420853,0.4235370659840242,0.5258585482609122,3.063562735944576,53.356003,0.38946698049906103,0.45452666,0.42199682166279956
PHA Bioplastic,8393.57,1.02,85.3,50.20177419354839,55.67,3.38,0.5127529697616273,0.276701037801875,0.5598223668623101,3.2639699447111084,50.081116,0.3419868864756115,0.49853206,0.4202594716420416
PLA Bioplastic,9125.59,1.24,62.29,46.77,50.32,1.7,0.5270266498359,0.3015528029519773,0.5273431575386078,3.1366138140038653,52.355354,0.3721598582846597,0.46797258,0.42006621745142714
Recycled PET (rPET),8991.55,13.23,9.72,68.27,80.82109090909093,2.35,0.4285526440981387,0.305939980171079,0.3996023888517832,2.2540406564282836,67.92906,0.5812574090273523,0.25870514,0.4199812740937543
Plywood (Lightweight),8010.59,44.68,52.14,47.97,71.41,3.56,0.5796932668518051,0.4981238914341829,0.5274512281087033,3.358787368558073,48.595127,0.3195229230931378,0.5184996,0.41901126795068266
PLA Bioplastic,7832.55,5.3,69.61,58.58,65.59,3.28,0.4684816889674325,0.2659328726571278,0.5078631689765192,2.8742962664318275,57.213634,0.4343076318072706,0.40269077,0.41849920002457647
Recycled PET (rPET),9476.95,16.566981132075473,11.34,70.24,72.49,2.65,0.3861521509719767,0.328048449572153,0.3862136156828717,2.266640077339857,68.046394,0.5782723782332784,0.25712854,0.4177004574672404
PLA Bioplastic,7910.621499999999,11.55,73.17,61.44,73.63,3.25,0.4673302928553395,0.2923371837376254,0.5214451117774893,2.827829848132207,58.192745,0.44531636708869005,0.38953424,0.4174253010446502
Recycled PET (rPET),9644.332592592593,11.9,13.65,55.77,92.95,1.25,0.575391277455188,0.3441146953220097,0.4891383079499929,2.1770915146178154,69.78124,0.5994880530778917,0.23381698,0.4166525171967522
Recycled PET (rPET),9797.69,18.85,15.5,51.41,92.1,1.4,0.6113669022973997,0.3938817479464241,0.5100197817903097,2.298403100115649,68.076584,0.5707471434019281,0.25672287,0.4137350054453946
PHA Bioplastic,5104.74,3.71,83.04,56.29,65.71,2.95,0.4890764781620803,0.2074459370160077,0.501572690890524,2.9662792288576627,56.435204,0.4125152036236023,0.41315073,0.41283296568623656
PLA Bioplastic,9766.92,7.58,78.0,63.0,68.19,2.74,0.437225894976016,0.3062527328430974,0.5429721978280694,2.6342320301820363,62.720528,0.49118319321527515,0.3286934,0.40993829155392664
PLA Bioplastic,8559.51,14.47,80.98,68.27,74.77,2.4,0.4103993713708659,0.3034035137220301,0.5235104575736225,2.3625057227835713,67.66198,0.5555600721874971,0.262294,0.4089270333071122
Plywood (Lightweight),12802.7,62.11,53.44,58.78,61.9,2.7,0.4556444584700833,0.6587201991621876,0.5440432313822098,2.883812775761025,58.821186,0.4320529985507807,0.38108975,0.4065713727514188
PLA Bioplastic,9410.33,13.6,60.61,64.17,64.8,2.32,0.4167175965665236,0.3268025035560862,0.4914407531226711,2.761367702753638,61.10669,0.4610624519276384,0.35037893,0.40572069124816673
PLA Bioplastic,8987.89,13.22,64.28,60.42,69.86,3.01,0.4650331683918202,0.3256316764037005,0.516591236310018,2.7987555531549417,60.49693,0.4522045936534054,0.35857242,0.40538850855575237
PHA Bioplastic,7428.11,8.58,96.32,49.41,68.43,3.53,0.5580292072708912,0.2975657963880916,0.5955072691041843,3.3457380112833,50.873444,0.3226145519530238,0.48788536,0.4052499539512128
Recycled PET (rPET),10736.22,10.92,16.53,69.02,91.0,2.61,0.4524622570058066,0.3281078862722443,0.4576765514675355,2.4212500961225194,67.70895,0.5416424671939004,0.2616629,0.40165268382087294
Recycled PET (rPET),10586.89,26.8,14.5,70.11,87.42,2.57,0.4320908507952537,0.4036361530323996,0.4400200635979429,2.357862800307217,69.03448,0.5566600645334696,0.24385142,0.4002557438985097
Plywood (Lightweight),10006.4,25.27,60.93,51.08,69.77,3.8,0.5472928326180257,0.431898279674395,0.5607900706627971,3.169911593021396,54.826775,0.364271011929007,0.43476355,0.3995172813436844
Recycled PET (rPET),9692.23,21.07,9.0,59.58,87.95,1.43,0.5267255364806867,0.382458827374557,0.4561389841100376,2.1410974752711467,73.01407,0.6080156922929785,0.19037676,0.39919622543420896
PHA Bioplastic,7589.96,5.13,89.13416666666666,58.5,54.86,3.04,0.4369985811663721,0.2602728180328179,0.5220541149380815,3.004150754073404,57.91052,0.403542754033979,0.39332658,0.3984346672792118
PHA Bioplastic,6467.1,2.3,89.13416666666666,50.20177419354839,45.74,3.9,0.4829629697616274,0.2436226213101546,0.5179122994955357,3.4127926788375476,50.73547,0.3067280878892694,0.48973936,0.3982337231572049
PHA Bioplastic,8798.09,7.55,83.47,61.72,63.02,2.78,0.4330261701590507,0.2893975414713386,0.5334817483410347,2.9655381671768506,58.67509,0.4126907745449214,0.3830529,0.3978718300386503
PHA Bioplastic,8876.09,3.89,97.22,58.98,53.47,2.15,0.4285872279727341,0.2791697828444188,0.5534917964997055,3.1850965695261397,54.826496,0.36067341623059557,0.4347673,0.3977203610407891
PHA Bioplastic,6063.02,10.51,91.51,57.73,55.49,3.12,0.4456924185811663,0.2583625080530596,0.507425140312047,3.121086287684782,56.078384,0.3758386102323531,0.41794538,0.3968919976058006
PHA Bioplastic,8693.78,5.23,99.23,55.83,50.85,3.41,0.4485611083059833,0.2902361714829413,0.5613918522029367,3.1795785220819566,55.25093,0.3619807415163886,0.4290641,0.3955224182683414
PLA Bioplastic,8672.33,1.09,65.99,66.22,57.67,2.471724137931034,0.3772134839686947,0.2423550863008942,0.4688015297241107,2.62289351378454,65.23263,0.4938694929145375,0.29493773,0.3944036113750239
Plywood (Lightweight),11680.39,68.77,60.04,63.07,55.49,2.39,0.3985073643019439,0.6589176979427581,0.5108738033626483,2.8385087532115842,61.715492,0.4427863412460219,0.3421983,0.3924923267642921
Plywood (Lightweight),14247.88,44.88,62.49,60.13,65.0,3.2235849056603785,0.4530156526129765,0.596777109536984,0.585551005371972,3.071506629535144,58.359512,0.38758492836673564,0.38729334,0.3874391335711852
PHA Bioplastic,6458.12,7.95,99.25,52.64,58.36,3.65,0.4992784347387023,0.26622695469047,0.5540343053633452,3.399753454279321,52.658447,0.3098173161252592,0.46389985,0.38685858348529806
PHA Bioplastic,6657.76,6.99,84.01,53.85,62.48,3.74,0.5009466902297399,0.2623615932713622,0.5302591558587014,3.467590530319462,51.819416,0.29374548533391254,0.47517413,0.3844598071715797
Plywood (Lightweight),8413.23,37.56,50.27,59.77,56.36,2.78,0.4302766675082049,0.4401420653552503,0.4551344546796838,3.09096030865919,58.824368,0.3829759997778056,0.381047,0.38201150509977927
PLA Bioplastic,9464.3,4.8,81.79,60.65,69.46,3.36,0.4618008533198686,0.2917175767119253,0.5573301643014323,2.9405197672805605,61.498875,0.41861808617559215,0.34510905,0.3818635658405579
Plywood (Lightweight),10765.35,18.82,57.34,55.03,59.27,3.14,0.4808900302953799,0.4044978912336122,0.5293549752987255,3.400097071342669,53.92083,0.3097359070253759,0.44693696,0.3783364360070422
PHA Bioplastic,5154.86,11.09,93.45,57.23,61.63,3.37,0.4685304948245393,0.2439113604524251,0.5114692993285637,3.371955262371967,54.433964,0.3164032107822755,0.44004184,0.378222525429361
Plywood (Lightweight),11703.21,73.46,64.07,53.14,51.96,3.71,0.4756603584953294,0.708483269983884,0.5498389488329325,3.435259353791256,53.342163,0.3014053260696632,0.45471263,0.37805897769395025
PHA Bioplastic,5540.78,3.33,90.79,44.12,64.32,2.36,0.5924424539257762,0.2451950029191932,0.5671250234551077,3.359631036483102,54.694496,0.3193230428959557,0.43654102,0.3779320318830822
Plywood (Lightweight),10011.23,74.23,57.13,58.57,63.82,3.16,0.4632600504922999,0.6639079594076129,0.5129921824169962,3.194307359446504,57.912014,0.3584912134338958,0.3933065,0.37589885359652553
Plywood (Lightweight),9891.19,69.05,62.4,62.34,57.74,2.92,0.4117077556172683,0.6253835352943713,0.4952547861321428,2.99655856403994,61.4676,0.40534148122972924,0.34552926,0.3754353697404597
PHA Bioplastic,8074.5,8.81,80.82,63.01,58.27433333333333,3.06,0.4073905334511487,0.2777083402263668,0.502633924120484,3.1210712646664645,59.36646,0.37584216945722637,0.3737628,0.3748024779228118
Plywood (Lightweight),13814.9,48.49,58.67,50.17,51.09,4.28,0.4992937313809643,0.6315078620401936,0.5811191411722485,3.6292921157996254,50.48555,0.25543545382559896,0.49309754,0.3742664987710148
